content,Preprocess,CustomerService_prediksi,FiturAplikasi_prediksi,UserExperience_prediksi,Verifikasi_prediksi
Apk apaan lama sekali upgrade full servis nya Masa punya saya harus nunggu 3 hari Temen saya gk sampe 1 hari Gimana sii kok aneh amat Selebihnya kinerjanya di percepat lagi Karena GAJI SAYA MASUK DI APLIKASI kalo lama saya gk bisa transfer ke bank dong gimana siii...,aplikasi  lama  tingkat penuh servis      nunggu  temen  gak   gimana   aneh  lebih kerja  cepat   gaji  masuk  aplikasi  lama  gak  transfer  bank  gimana siii ,0,-1,-1,-1
"Pemakaiannya mudah, cepat dan ga ribet. Bayar apa aja tgl sat set... Top",pakai mudah cepat  ga ribet bayar  aja tanggal sat set mantap,0,1,1,0
Susah buat akun baru dg no hp yg sudah terdaftar maupun reset pin. Ini update apa sampah sih. Aplikasi busuk. Nyusahin.,susah  akun   nomor telepon   daftar  reset pin  baharu  sampah  aplikasi busuk nyusahin ,0,-1,-1,0
"woyyy mas, mba, bapa2, ibu2, tolong dong apk nya di bagusin, sya cuma ingin jadi premium aja susah amat.. udh capek geleng2 kiri kanan, buka mulutlah senyum lah ttep aja gk bisa dari pagi masih belum bisa apk apaan ini tolong dong jangan d persulit",  mbak bapa  tolong  aplikasi   bagusin     premium aja susah  udah capek geleng kiri kanan buka mulut senyum   aja gak   pagi    aplikasi   tolong  jangan  sulit,0,-1,-1,0
Aplikasinya sangat mempermudah untuk segala hal karna fitur yang sangat lengkap,aplikasi  mudah     fitur   lengkap,0,1,1,0
"Walaupun tanggapan sedikit telat, tapi saya kasih bintang 5 Karena keluhan teratasi dengan baik dan saldo kembali lagi. Semoga kedepannya lebih ok lagi", tanggap  telat   kasih bintang  keluh atas  baik  saldo   moga depan  ok ,-1,-1,-1,0
Jangan pernah mau pake apk ini buat isi e money atau sejenisnya. Saya ngisi berhasil di apknya tapi pas cek saldo kartu gak bertambah. Udah coba chat csnya tapi gak ada kelanjutannya alasanya udah ditutup. Taheeeeeeeee kucinggg,jangan   pakai aplikasi   isi elektronik uang  jenis  isi hasil  aplikasi  pas cek saldo kartu gak tambah udah coba obrol layan langgan  gak  lanjut alas udah tutup taik kucing,0,-1,-1,0
Apk nya makin kesini makin bikin gk nyaman tidak bisa d pake transaksi,aplikasi   kesini  bikin gak nyaman tidak   pakai transaksi,0,1,1,0
"Sering terkendala jaringan , belum lahi buat upgrade butuh waktu sampai 1bln . mau komplain CS yg jawab robot . mana pertanyaan g bisa langsung hanya sesuai pemilihan . setiap kali eror butuh 2-3hr baru bisa digunakan lagi", kendala jaring    tingkat butuh   bln  komplain layan langgan   robot   gak  langsung  sesuai pilih  kali rusak butuh hr    ,-1,0,-1,0
"LinkAja sangat membantu untuk melakukan berbagai macam transaksi, hanya dengan menekan fitur yang ada di aplikasi kita bisa melakukan transaksi dengan cepat, praktis, dan mudah. Mari gunakan LinkAja untuk mempermudah transaksi anda.",linkaja  bantu     transaksi   tekan fitur    aplikasi    transaksi  cepat praktis  mudah mari  linkaja  mudah transaksi  ,0,1,1,0
"Aplikasi sangat error, pas di top up saldo eh malah terblokir akunnya dan sudah hubungi 150911 dan udah keluar pulsa 20 ribu lebih kagak bisa nyambung ke customer linkaja, kalian yang belum pada download aplikasi ini mendingan pikir dulu aja kalau akun terblokir sangat susah sekali untuk hubungi customer servicenya linkaja. Ini cuma sekedar share pengalaman terima kasih",aplikasi  rusak pas  mantap  saldo   blokir akun   hubung  udah  pulsa ribu  kagak  nyambung  customer linkaja     unduh aplikasi  mending pikir  aja  akun blokir  susah   hubung customer servis linkaja   dar share alam terima kasih,-1,-1,-1,0
"Dengan link aja semua jadi mudah, mau kirim uang, beli pulsa cukup dari hp nggak perlu keluar rumah", linkaja aja   mudah  kirim uang beli pulsa   telepon    rumah,0,1,-1,0
Aplikasinya sangat bagus dan berguna! Apalagi buat para cashless diluar sana,aplikasi  bagus  guna    nontunai luar ,0,1,1,0
"Mau buka aplikasi, diminta Reset password. Kirim email sudah, CSO ditelpon berkali2 sibuk2 trus, abis pulsa tanpa hasil alias ZONK. Dibanding aplikasi untuk pembayaranyg saya pakai, CUMA INI YG RUWEET. TOLONG DITANGGAPI ... DAN RESPONNYA.", buka aplikasi  reset password kirim email  customer service officer telpon kali sibuk  habis pulsa  hasil alias sampah banding aplikasi  bayar  pakai    ruwet tolong tanggap  respon ,-1,-1,-1,0
"aplikasi Linkaja sangat disarankan, karena mudah di akses dan banyak fitur yang mudah di jangkau.",aplikasi linkaja  saran  mudah  akses   fitur  mudah  jangkau ,0,1,1,0
"Aplikasi payah Gak bisa di buka,mau log in aja ke aplikasi nya,akun tidak dapat di akses Ribet...",aplikasi payah gak   buka  masuk dalam aja  aplikasi  akun tidak   akses ribet ,0,-1,-1,0
"Pengiriman pending udah 2 hari saldo sudah terpotong, gak ada yg respon di layanan chat",kirim tunda udah  saldo  potong gak   respon  layan obrol,-1,-1,-1,0
Bagus bangett sih parah semua jadi lebih gampang karena linkaja jadi sat set rekomend banget buat yang serba cashless,bagus   parah    gampang  linkaja  sat set rekomendasi    serba nontunai,0,1,1,0
"Salah masukkan pin 3 kali..akun terblokir.. Reset PIN layanan tersedia hanya Call Center.. Call Center di klik, tidak bisa terhubung.. Sungguh rumit Aplikasi ini, tidak memudahkan pengguna.. Sedangkan perkembangan memerlukan Aplikasi ini.. (My Pertamina) oh.. Cs dan admin Linkaja sudah membantu, namun tetap tidak ada solusi.. Dari 2022 sampai 2023..tetap tidak ada solusi..",salah masuk pin kali akun blokir reset pin layan sedia  panggil center panggil pusat  tekan tidak  hubung sungguh rumit aplikasi  tidak mudah guna  kembang  aplikasi   pertamina  layan langgan  admin linkaja  bantu   tidak  solusi    tidak  solusi ,-1,-1,-1,0
Aplikasi yang sangat membantu dalam kehidupan sehari-hari tanpa harus keluar rumah untuk pembelian pulsa dan token listrik. Makasih Link Aja...,aplikasi   bantu  hidup hari     rumah  beli pulsa  token listrik makasih linkaja aja ,0,1,1,0
"Akun link aja, kalau ganti device ya Allah kenapa susah bgt ya login kembali nya. Kode verifikasi lambat minta ampun. Pas dimasukin udah kadaluarsa. Ini aplikasi gabungan padahal, tp developernya kayak ga perhatikan bugs2, respon lambat kalau kita butuh bantuan.",akun linkaja aja  ganti perangkat  allah  susah   masuk   kode verifikasi lambat  ampun pas dimasukin udah kadaluarsa  aplikasi gabung   developer kayak ga perhati bugs respon lambat   butuh bantu ,0,-1,-1,0
"Makin kesini makin tidak bagus aplikasi ini, tidak bisa lagi topup e-money, harga pulsa Telkomsel di sini juga lebih mahal daripada di tokped.", kesini  tidak bagus aplikasi  tidak   isi elektronik uang harga pulsa telkomsel     mahal   tokped ,0,-1,-1,0
"Rabu, 21 Desember 2022. Tiba2 aplikasi link aja tidak bisa dibuka. Padahal bisa update di play store, saya setel yo*tub* juga bisa. Tapi gak bisa buka aplikasi. Emang bener dah KCI berenti pake link aja buat pembayaran, terlalu mengecewakan.",rabu desember  aplikasi linkaja aja tidak  buka   baharu  main toko  setel  tub    gak  buka aplikasi emang bener  kecewa henti pakai linkaja aja  bayar  kecewa ,0,-1,-1,0
"aplikasinya oke banget buat transaksi digital, aku biasanya make buat beli pulsa sama bayar KAI. mudah lagi gak ribet sistemnya",aplikasi oke   transaksi digital   make  beli pulsa  bayar kereta api indonesia mudah  gak ribet sistem,0,1,1,0
Aplikasi nya ringan n Sangat mudah di gunakan.. Applaus buat Link aja,aplikasi  ringan   mudah   tepuk tangan  linkaja aja,0,1,1,0
"Saya sudah mengajukan layanan full service sejak lusa kemarin, tapi sampai sekarang belum upgrade juga padahal tertera akan diproses selama 1x24 jam, ini sudah lebih dari 24 jam loh. Saya harus segera transfer uang, saya tambah bingung udah ngisi saldo tapi gabisa diapa2in, ditarik gabisa ditransfer gabisa. Tolong ya demi kenyamanan pengguna, lebih dipercepat lagi proses upgradenya. Kenapa kok lama sekali proses upgradenya!",  aju layan penuh servis  lusa kemarin     tingkat   tera  proses   jam     jam     transfer uang   bingung udah isi saldo  gabisa apa in tarik gabisa transfer gabisa tolong   nyaman guna  cepat  proses tingkat   lama  proses tingkat ,0,1,-1,-1
aplikasi yang berguna untuk melakukan transaksi dan juga bisa digunakan untuk akses perjalanan menggunakan krl,aplikasi  guna   transaksi      akses jalan  kereta rel listrik,0,1,1,0
Top up uang elektronik status sukses tpi gk masuk udah di update saldo jga mas sama,mantap  uang elektronik status sukses  gak masuk udah  baharu saldo   ,0,-1,-1,0
"Gan, kok pembayaran PDAM untuk Kab. Padang Pariaman gak bisa ditemukan ? Minggu kemarin saya masih ada, Padahal saya mau bayar PDAM bulan ini, Tolong segera diperbaiki ya Tq",gan  bayar pdam  kabupaten padang pariaman gak  temu minggu kemarin       bayar pdam   tolong  baik  terimakasih,0,1,-1,0
"Bagi aku kaum cashless ini ngebantuin banget buat banyak transaksi. Apalagi sebagai pengguna Telkomsel dan brimo bisa langsung sat set kalo tf, beli paket, dll.",  kaum nontunai  ngebantuin    transaksi   guna telkomsel  brimo  langsung sat set  transfer beli paket    ,0,1,1,0
"NOT RECOMMENDED! Transfer virtual account pending terus! Ga tau kejelasanya mau bagaimna. Mnta bantuan yg bales bot! Sklinya dhubungkan ke agen, antriannya smpe 800an gila! Ga usah suruh email karna sudah email juga yg bales BOT !!! MENGECEWAKAN!",tidak rekomendasi transfer virtual akun tunda  ga tau jelas    bantu  bales robot  hubung  agen antri  an gila ga  suruh email   email   bales robot kecewa ,-1,0,-1,0
"Sangat kecewa dengan aplikasi ini,di minta suruh upgrade,sudah di upgrade full service tp sampai saat ini tidak ada tanggapan atau jawaban sama sekali sudah 6 hari cuma php doang", kecewa  aplikasi    suruh tingkat   tingkat penuh servis     tidak  tanggap        bohong ,-1,0,-1,-1
Aplikasi sangat mudah digunakan serta memiliki fitur yang lengkap,aplikasi  mudah   milik fitur  lengkap,0,1,1,0
"Udah 5x kejadian top up, tapcash, emoney saldo gak masuk sampe ganti kartu kirain kartunya yg rusak ternyata aplikasinya yg entah gmna maunya. Udahlapor gak ditanggapi. Klo bukan disuruh kantor buat donlot, udah saya hapus dari lama",udah  jadi mantap  tapcash uang digital saldo gak masuk  ganti kartu kirain kartu  rusak  aplikasi   gimana  udah lapor gak tanggap   suruh kantor  donlot udah  hapus  lama,-1,-1,-1,0
"Saya sangat kecewa dgn apk ini, Karena saya melakukan transaksi QR sudah satu minggu lbh mengalami pending smpai sekarang blm ada kejelasan apakah berhasil atau gagal, dan saldo saya sudah terpotong, saya sudah beberapa kali tlp no call center tp tidak ada respon ( hanya komputer yang jawab) dan live chat jg satu jam lbh saya tunggu hanya antrian trus yg muncul ( gak pernah terhubung )",  kecewa  aplikasi     transaksi respon cepat   minggu  alami tunda     jelas  hasil  gagal  saldo   potong    kali telepon nomor panggil pusat  tidak  respon  komputer    langsung obrol   jam   tunggu  antri   muncul gak  hubung ,-1,-1,-1,0
"Cocok banget untuk yang setipe sama si Aku, yang anaknya cukup bawa henpon. Karena semua serba bisa via linkaja, canggih, ngikutin tren banget, praktis? Linkaja",cocok    tipe  si   anak  bawa telepon   serba  via linkaja canggih ngikutin tren  praktis linkaja,0,1,1,0
Aplikasinya bagus dan tampilannya simple. Memudahkan saya dalam pembayaran ASDP/kapal serta pembayaran non cash jadi gaperlu bawa uang lagi,aplikasi bagus  tampil simpel mudah   bayar angkut sungai danau  seberang kapal  bayar tidak tunai  gaperlu bawa uang ,0,1,1,0
"Untuk mengatasi nomor hp yg hilang, dan untuk login kembali gk bisa, karena kode verifikasi gk bs didapat, mohon petunjuk min", atas nomor telepon  hilang   masuk  gak   kode verifikasi gak   mohon tunjuk admin,0,0,-1,0
Mantap aplikasi nya kalau bisa yg pending atau yg transaksi nya gagal saldo jgn d potong dulu,mantap aplikasi     tunda   transaksi  gagal saldo jangan  potong ,0,-1,-1,0
"Nyesel transaksi pake aplikasi ini ,isi etol status sukses tapi saldo etol gk nambah..udah sabar nunggu 1x24 jam masih gk ada keterangan..coba live chat coba email gk ada kejelasan ..",nyesal transaksi pakai aplikasi  isi tol elektronik status sukses  saldo tol elektronik gak nambah udah sabar nunggu  jam  gak  terang coba langsung obrol coba email gak  jelas ,0,-1,-1,0
"aplikasinya membantuu bangettt, bermanfaat buat sehari hari, bisa buat pinjaman online jugaaa, dan terpercayaa",aplikasi bantu  manfaat  hari    pinjam daring   percaya,0,1,1,0
"e-wallet paling lengkap deh ini. bisa beli pulsa, token listrik, kuota, bayar via scan qris, bayar utang ke temen ah segala2 bisa lah pokoknyaðð»",elektronik dompet  lengkap    beli pulsa token listrik kuota bayar via pindai qris bayar utang  temen     pokok ,0,1,1,0
Lumayan lancar... Tapi kalau saldo diatas 1 juta tiba tiba gak bisa di login..... Parah,lumayan lancar   saldo atas juta   gak   login parah,0,-1,-1,0
"Aplikasi ini sangat bagus, sangat membantu saya mudah digunakan dan dapat digunakan oleh semua orang .",aplikasi   bagus  bantu  mudah       orang ,0,1,1,0
Kecewa banget baru kali ini pake bank ewalet yang kecewa cuman pake e walet ini ajah.semua nya saya mohon jangan pernah instal appl ini kalau gk mah kaya saya.singkat nya setelah saldo saya ada di Ling ajah tapi link ajah saya malah di blokir. Poko nya jangan sampe seperti saya,kecewa   kali  pakai bank dompet digital  kecewa cuman pakai elektronik dompet  aja    mohon jangan  pasang aplikasi   gak  kaya  singkat   saldo    linkaja aja  linkaja aja    blokir poko  jangan   ,0,-1,-1,0
Aplikasi gak jelas makin lama makin jelek masa gak bisa topup toll tulisan sedang ada peningakatan layananð¡udah tutup aja nih aplikasi makin gak jelasð,aplikasi gak   lama  jelek  gak  isi tol tulis   peningakatan layan udah tutup aja  aplikasi  gak  ,0,-1,-1,0
"Masa udah top up tapi ngk masuk, padahal udh ke potong uangnya, pas mau log in malah ngk bisa...", udah mantap    masuk  udah  potong uang pas  masuk dalam    ,0,-1,-1,0
"Pembayaran, kirim uang semua nya menjadi mudah. Aplikasi berjalan dengan baik, terus tingkatkan performa",bayar kirim uang    mudah aplikasi jalan  baik  tingkat performa,0,-1,-1,0
Aplikasi lelet dan terjelek...verifikasi kode aja untuk login lama banget...parah banget..auto uninstal,aplikasi lelet  jelek verifikasi kode aja  masuk lama  parah  auto hapus,0,-1,-1,-1
"recomended buat orang orang yang suka cashless, dan fitur fiturnya juga gampang digunain.",rekomendasi  orang orang  suka nontunai  fitur fitur  gampang digunain ,0,1,1,0
Linkaja.. Dompet digital every good.. Bintang 4..cocok untuk aplikasi ini.. Mohon pertahankan terussss..,linkaja dompet digital  good bintang cocok  aplikasi  mohon tahan terussss ,0,1,1,0
Gabisa di akses.. Mana mypertamina cuma bisa pembayaran non tunai pake link aja..!! Ayo donk permudah customer nya gmn mau pake masuk aja ga bisa reset pin aja coba lagi mulu,gabisa  akses  mypertamina   bayar tidak tunai pakai linkaja aja ayo  mudah customer  gimana  pakai masuk aja ga  reset pin aja coba  mulu,0,-1,-1,0
"aplikasi ini sangat membantu dan mudah diakses, Kini tidak perlu ribet membawa dompet tanpa takut hilang atau dicuri soalnya sudah ada link aja yang mudah diakses kapan saja dan dimana saja. Pengalaman lancar pakai aplikasi bikin kita senang setiap transaksi!!!",aplikasi   bantu  mudah akses  tidak  ribet bawa dompet  takut hilang  curi    linkaja aja  mudah akses    mana  alam lancar pakai aplikasi bikin  senang  transaksi ,0,1,1,0
"Suka banget pake LinkAja. Mudah digunain buat pembayaran pake QRIS, tinggal scan aja><",suka  pakai linkaja mudah digunain  bayar pakai qris tinggal pindai aja ,0,1,1,0
Tolong bantu saya untuk masuk akun saya lagi. Kenapa akun saya terkunci padahal baru saja isi saldo. Saya sudah kiti email dan telpon servis. Blm ada kelanjutannya,tolong bantu   masuk akun    akun  kunci    isi saldo   hubung email  telpon servis   lanjut,-1,-1,-1,0
"aplikasinya sangat mudah sekali untuk dipakai melakukan transaksi, dan juga banyak sekali promo yang ditawarkan",aplikasi  mudah   pakai  transaksi     promo  tawar,0,1,1,0
"Aplikasi gk beres, ngisi pulsa 100rb . Saldo terpotong, sudah seminggu pulsa pun belum masuk. Kimakk",aplikasi gak beres isi pulsa  saldo potong  minggu pulsa   masuk kimak,0,-1,-1,0
Isi pulsa dari link aj apk ini tidak bisa perolehi masa aktif kartu simcard pemiliknya.berbeda beli pulsa di counter 50 ribu bisa dapati masa aktif selama 1 bulan.100 ribu bisa 2 bulan masa aktifnya.kenapa linkaj tidak bisa berikan konsumennya untuk transfer pulsa dengan bonus masa aktif kartu simcardnya.beri kemudahan tapi tidak Maximal dalam menjaga konsumen untuk memenuhi kebutuhannya.mohon perbaikan sistemnya.belum di indahkan komplain pelanggan ini.sudah berlalu beberapa bulan.,isi pulsa  linkaja aja aplikasi  tidak  oleh  aktif kartu simcard milik beda beli pulsa  counter ribu  dapat  aktif   ribu    aktif  linkaj tidak   konsumen  transfer pulsa  bonus  aktif kartu kartu sim  mudah  tidak maksimal  jaga konsumen  penuh butuh mohon baik sistem   indah komplain langgan      ,-1,-1,-1,0
Top up uang elektronik koq udah ga bisa ya seperti e money....makin ga bermanfaat.,mantap  uang elektronik  udah ga    elektronik money  ga manfaat ,0,-1,-1,0
"Sangat recommended, transaksi jadi lebih mudah dan fitur fitur yang di tampilkan sangat menarik pokoknya aplikasi ini sangat membantu banget dah", rekomendasi transaksi   mudah  fitur fitur   tampil  tarik pokok aplikasi   bantu  ,0,1,1,0
Ini gimna sih mau login ke akun lama malah stuck di riset pin. Cs nya lama gk bales bales ahhelah, gimana   masuk  akun lama  nyangkut  riset pin layan langgan  lama gak bales bales ,-1,-1,-1,0
"Saya sudah daftar linkaja full service tapi sudah seminggu lebih belum aktif,masih menunggu proses apa kurang syaratnya kak,tank's",  daftar linkaja penuh servis   minggu   aktif  tunggu proses  kurang syarat kak tank ,0,0,-1,-1
Saya sudah transfer 450 ribu tapi app tidak bisa d akses cll center error email error mohon bantuanya bagaimana...,  transfer ribu  aplikasi tidak   akses panggil pusat rusak email rusak mohon bantu  ,-1,-1,-1,0
"Sering banget pending ,yang terakhir pembayaran qris pending dari tgl 30 november sampe sekarang masih pending padalah udah hubungi call center dan buat laporan via email tetep masih pending dan saldo ga balik",  tunda   bayar qris tunda  tanggal november    tunda pada udah hubung panggil pusat   lapor via email   tunda  saldo ga ,-1,-1,-1,0
Ini gimana call center di telp gak ada suara nya. Komplen belum di proses proses. Sudah 3 hari lebih taui dana belum masuk. Nelpon abis pulsa banyak giliran nyambung gak ada suaranya, gimana panggil pusat  telepon gak  suara  komplain   proses proses     dana  masuk nelpon habis pulsa  gilir nyambung gak  suara,-1,0,-1,0
"Aplikasi dompet digital yang sangat menarik digunakan, fitur di dalamnya sudah lengkap..",aplikasi dompet digital   tarik  fitur  dalam  lengkap ,0,1,1,0
Sering error dan gagal transaksi. isi paket orbit lambat. awal awal doang cepat, rusak  gagal transaksi isi paket orbit lambat    cepat,0,-1,-1,0
"Hallo cs linkaja, mohon bantuannya, udah terlanjur top up lumayan banyak, diupgrade malah gk bisa2 gk acc2, di tarik tunai lewat merchant juga eror, trus gmna kalo mau pakek uangnya ini??", layan langgan linkaja mohon bantu udah lanjur mantap  lumayan  tingkat  gak  gak acc  tarik tunai  dagang  rusak  gimana   pakai uang  ,0,-1,-1,0
"Kenapa dari semalam saya tidak bisa bertransaksi dengan linkaja, gimana ini aplikasi yang katanya full servis, kubatalin deh kasih bintang 5, kalau cuma sekedar mau naik rating jangan jual informasi abal2 yg katanya full servis, kawan2 mending kita delated aja aplikasinya, mending kita pakek DANA atau OVO dan lainnya aja, huuffft,,ð©",  malam  tidak  transaksi  linkaja gimana  aplikasi   penuh servis kubatalin  kasih bintang   dar   nilai jangan jual informasi abal   penuh servis kawan mending  hapus aja aplikasi mending  pakai dana  ovo   aja huuffft ,0,0,-1,-1
"Saya baru saja top up. Saldo saya masih banyak loh 400.000 tolong jangan dipersulit. Saya sangat butuh dananya. Saya sudah datang ke GraPARI, kirim email, DM via Instagram bahkan nelpon CS pun gak ada respon. Mau ikhlasin juga gak bisa. Bagi saya yg seorang mahasiswa+belum bekerja uang 400.000 itu sangat besar loh. Kecewa banget sih asli. Mau komplain via manapun gak pernah ditanggapi. Saya mohon dengan sangat agar permintaan saya segera di proses.",   mantap  saldo     tolong jangan sulit   butuh dana     grapari kirim email japri via instagram  nelpon layan langgan  gak  respon  ikhlasin  gak      mahasiswa   uang     kecewa   asli  komplain via mana gak  tanggap  mohon    minta    proses ,-1,-1,-1,0
"mantap!! sangat mempermudah dan mudah digunakan, design tampilannya bagus enak dipandang, tidak buat ribet dan bantu kepentingan.",mantap  mudah  mudah  design tampil bagus enak pandang tidak  ribet  bantu penting ,0,1,1,0
"Aplikasinya bagus,tapi kenapa harga pulsa Telkomsel kok mahal banget ,masak Telkomsel yg sahamnya 25% (kalau tidak salah) di linkaja justru harganya mahal..jauh dari agen pulsa Al operator. Masak ada tekanan dari dompet digital lainya. Ya paling tidak harganya sama dengan dompet digital lainya. Kok justru mahal.",aplikasi bagus   harga pulsa telkomsel  mahal  masak telkomsel  saham  tidak salah  linkaja  harga mahal   agen pulsa  operator masak  tekan  dompet digital    tidak harga   dompet digital    mahal ,0,0,-1,0
"Untuk pengajuan proses full servis sangat lambat, utk selebihnya lumayan membantu. Terimakasih ð", aju proses penuh servis  lambat  lebih lumayan bantu terimakasih ,0,1,-1,-1
"Simple bgt... Ya semoga aja gak sering gangguan sistem,agar transaksi selalu aman dan nyaman",simpel bgt  moga aja gak  ganggu sistem  transaksi  aman  nyaman,0,1,1,0
Kenapa akun link saya untuk di upgrade blom slesai slesai yah padahal sudah lebih dari 1x24 jam semua data sudah bener tapi masih tetap akun basic tolong diperhatikan para admin saya kasih bintang 2 dulu, akun linkaja    tingkat  selesai selesai       jam  data  bener    akun  tolong perhati  admin  kasih bintang ,0,0,-1,-1
aplikasi yang cocok bagi kalangan semua umur karena mudah digunakan dan modern,aplikasi  cocok  kalang  umur  mudah   modern,0,1,1,0
"Aplikasi yang sangat mengecewakan,sudah dua hari upgrade biar bisa kirim kirim malah belum di ACC padahal di aplikasi tertulis 1Ã24jam,mau sampe kapan kek gini malah rugi uang yang gabisa di apa apain hadehh",aplikasi   kecewa    tingkat biar  kirim kirim    terima   aplikasi tulis jam    kek gin  rugi uang  gabisa    ,0,-1,-1,-1
"Saat masuk akun keternganya dsruh reset pin atau pemulihan,tapi sudah ikuti petunjuknya udh tlpon call center selalu sibuk dan udh email ttap aja ga ada tanggapan sangat mengecewakan aplkasi ini", masuk akun terang  suruh reset pin  pulih   ikut tunjuk udah telpon panggil pusat  sibuk  udah email  aja ga  tanggap  kecewa aplikasi ,-1,-1,-1,0
Sangat membantu dalam proses pembayaran pas beli di minimarket to lupa bawa cash. Mantep, bantu  proses bayar pas beli  minimarket  lupa bawa tunai mantep,0,1,1,0
Aplikasi ini sangat membantu dalam bertransaksi secara nontunai dengan fitur-fitur yang lengkap dan mudah diakses. Jadi menurutku aplikasi ini sangat recommended untuk transaksi tanpa ribet membawa dompet dan takut hilang. Karena aplikasi ini dapat diakses dimana saja dan kapan saja.,aplikasi   bantu  transaksi  nontunai  fitur fitur  lengkap  mudah akses  turut aplikasi   rekomendasi  transaksi  ribet bawa dompet  takut hilang  aplikasi   akses mana     ,0,1,1,0
"aplikasi gak guna .. gak bisa transaksi tau"" saldo hilang .. report gak direspon",aplikasi gak  gak  transaksi tau saldo hilang lapor gak respon,-1,-1,-1,0
"Sangat mudah dan praktis, layanan cepat tidak seperti sebelah yang sering eror ð¤­", mudah  praktis layan cepat tidak  belah   rusak ,0,1,1,0
Kok aplikasinya merepotkan sekali ya padahal saya sudah download pas mau isi pulsa di aplikasi Telkomsel nggak bisa nyambung dengan linkaja malah di suruh download aplikasi padahal aplikasinya sudah saya download. Mengecewakan langsung di hapus aplikasinya, aplikasi repot      unduh pas  isi pulsa  aplikasi telkomsel   nyambung  linkaja   suruh unduh aplikasi  aplikasi   unduh kecewa langsung  hapus aplikasi,0,-1,-1,0
"Aplikasi yg sudah membuat saya kecewa, transaksi pending bukannya di kembalikan malah di embat, dan komplain sudah ditutup katanya sudah di selesaikan.",aplikasi     kecewa transaksi tunda   kembali   embat  komplain  tutup    selesai ,0,-1,-1,0
"Saya sangat kecewa karena top up e-money 2x sukses saldo udah kepotong tapi saldo e-money ga nambah, udah tlp ke cs tetep aja saldo ga berubah, Berapa hari saldo saya di kembalikan,coz sampai sekarang blm ada tuh... Bikin kapok top up e-money di link-aja, udah 100rb dalam 2x transaksi duit saya ga balik...ga ada pertanggungjawaban nya, kirim email udah, tlp cs udah tapi tetep duit saya ga balik. Kejadian lagi top up e-money 100k saldo e-money ga nambah, tapi saldo linkaja nya kepotong,..",  kecewa  mantap  elektronik uang  sukses saldo udah potong  saldo elektronik uang ga nambah udah telepon  layan langgan  aja saldo ga ubah   saldo   kembali       bikin kapok mantap  elektronik uang  linkaja aja udah    transaksi duit  ga  ga  tanggung   kirim email udah telepon layan langgan udah   duit  ga  jadi  mantap  elektronik uang  saldo elektronik uang ga nambah  saldo linkaja  potong ,0,-1,-1,0
"Praktis banget pake LinkAja tuh, mulai dari top up segala macem ewallet, bayar PAM, listrik, bpjs trus bisa juga buat naik krl ama mrt.. QRIS nya bisa dipake di berbagai merchant, topup nya pun bisa di alfa/idomaret, gmpg.. gak salah drdlu selalu pake LinkAja ð",praktis  pakai linkaja    mantap    dompet digital bayar usaha air minum listrik bpjs      kereta rel listrik ama mrt qris   dipake   dagang isi     alfa indomaret gmpg gak salah daridulu  pakai linkaja ,0,1,1,0
"LinkAja aplikasinya sangat bermanfaat, mempermudah berbagai transaksi. Aku sering pakai KAI acces dan pembayaran selalu pakai LinkAja karna lebih simple. Terimakasih LinkAja.",linkaja aplikasi  manfaat mudah  transaksi   pakai kereta api indonesia akses  bayar  pakai linkaja   simpel terimakasih linkaja ,0,1,1,0
Aplikasi sampah. Tidak berguna. Akun tidak bisa diakses. Sudah telpon CS malah yanh jawab hanya operator dengan template. Tidak solutif. Kalo kalah saing sama dompet digital lain. Tutup aja. Jangan merugikan pelanggan!,aplikasi sampah tidak guna akun tidak  akses  telpon layan langgan     operator  templat tidak solutif  kalah saing  dompet digital  tutup aja jangan rugi langgan ,-1,-1,-1,0
"Waah aplikasi error... Abis diisi saldo nggak bisa diakses,coba log out,trus log in lagi.. malah gak bisaaaaaa....", aplikasi error habis isi saldo   akses coba masuk   masuk dalam   gak bisaaaaaa ,-1,-1,-1,0
Aplikasi lumayan bagus..membantu Kedepanya untuk lebih di tingkatkan lagi kualitasnya..,aplikasi lumayan bagus bantu depan    tingkat  kualitas ,0,1,1,0
"aplikasi link aja sangat membantu dalam melakukan pembayaran, seperti membayar tiket kai dan melakukan pembelian paket internet yang sangat terjangkauuðð»ðð»ðð»",aplikasi linkaja aja  bantu   bayar  bayar tiket kereta api indonesia   beli paket internet   terjangkauu ,0,1,1,0
"beberapa kali transaksi saldo tidak masuk, sudah komplain tapi tidak ada tanggapan", kali transaksi saldo tidak masuk  komplain  tidak  tanggap,-1,-1,-1,0
"Saya sudah live chat di web tpi selalu menunggu antrian, nunggu lama tiba tiba chat ended dari sistem. Telfon ke call center yang jawab bot semua tidak ada jawaban, pulsa saya sudah terpakai. Mohon info kemana saya harus bertanya tentang masalah saya.",  langsung obrol  web   tunggu antri nunggu lama   obrol ended  sistem telpon  panggil pusat   robot  tidak   pulsa   pakai mohon info mana       ,-1,0,-1,0
"Tidak bisa log in ke akun sendiri,top up link aja tp saldo tidak masuk sama sekali.",tidak  masuk dalam  akun  mantap  linkaja aja  saldo tidak masuk   ,0,-1,-1,0
Kenapa ya saya mau log in ga bisa? Pasti keterangannya gagal dimuat. Padahal koneksi kenceng,    masuk dalam ga   terang gagal muat  koneksi kencang,0,-1,-1,0
